route,dest
"0,1,28,4,31",b1-nem2-a
"0,1,10,4,28,4,1,4,28,11,21",rs1361
"0,1,10,7,28,7,1,10,28,1,12",b2-nem4-a
"0,1,28,4,34",b1-nem2-a
"0,1,10,7,28,7,1,10,18",rs1494
"0,1,4,1,10,4,10,16",rs1248
"0,1,28,4,4,1,4",d1-nem3-a
"0,1,10,10,7,1,17",rs1393
"0,1,7,7,10,7,10,7,28,16",rs1626
"0,1,28,13,1,13,28,24",rs570
"0,1,28,13,1,13,28,17",rs565
"0,1,7,1,10,7,10,28,20",rs1460
"0,1,1,28,13,1,13,19",rs585
"0,1,4,1,10,28,10,18",rs1170
"0,1,4,4,4,1,10,28,10,1,26",rs1382
"0,1,13,1,25",rs1111
"0,1,4,4,4,1,13,28,13,1,9",c3-nem4-b
"0,1,7,1,10,7,10,21",rs1469
"0,1,7,7,28,7,1,7,21",rs489
"0,1,4,4,1,28,4,1,28,21",rs247
"0,1,13,7,24",rs1408
"0,1,1,28,10,1,28,18",rs576
"0,1,13,13,4,4,25",rs689
"0,1,13,4,1,28,4,1,4,10",d1-nem4-b
"0,1,4,1,13,28,16",rs1168
"0,1,28,7,1,13,28,20",rs1432
"0,1,13,13,7,7,28,7,1,19",rs991
"0,1,7,7,7,7,28",d2-nem2-b
"0,1,28,4,1,10,4,4,15",d1-nem3-a
"0,1,13,4,28,4,1,16",rs1276
"0,1,28,4,4,1,28,4,34",d1-nem3-a
"0,1,13,7,28,13,27",rs843
"0,1,7,1,10,28,10,19",rs1387
"0,1,28,4,1,13,28,13,17",rs637
"0,1,10,10,4,4,28,16",rs1266
"0,1,4,1,10,4,10,4,16",rs1320
"0,1,1,28,10,1,10,27",rs1167
"0,1,1,28,10,1,28,15",a1-nem4-a
"0,1,7,7,1,28,7,7,9",d1-nem1-a
"0,1,28,4,1,28,4,31",c1-nem3-a
"0,1,1,28,13,1,28,20",rs1154
"0,1,10,4,28,4,1,4,28,1,24",rs796
"0,1,4,4,4,1,34",d1-nem1-a
"0,1,4,1,10,28,10,1,25",rs1237
"0,1,28,13,1,13,28,19",rs567
"0,1,10,10,4,4",c5-nem2-a
"0,1,13,4,28,4,1,13,28,17",rs709
"0,1,1,28,4,1,7",a1-nem4-b
"0,1,1,28,2",a1-nem4-b
"0,1,7,7,10,7,10,20",rs1550
"0,1,10,4,28,4,1,10,28,20",rs1288
"0,1,28,13,1,11",a1-nem3-a
"0,1,10,4,28,4,1,4,28,1,16",rs790
"0,1,4",b1-nem2-a
"0,1,10,24",rs544
"0,1,28,10,1,15",a1-nem3-a
"0,1,7,7,1,25",rs336
"0,1,10,4,28,4,1,15",c1-nem3-a
"0,1,7,7,28,7,1,7,8",d1-nem3-a
"0,1,13,13,1,28,25",rs527
"0,1,4,1,13,4,16",rs1248
"0,1,28,7,1,10,7,7",c4-nem3-a
"0,1,1,28,13,1,27",rs1167
"0,1,28,4,4,1,28,1,32",c1-nem4-b
"0,1,4,4,4,1,10,28,10,20",rs1316
"0,1,4,4,4,1,13,28,13,20",rs740
"0,1,1,28,13,16",rs1096
"0,1,1,28,13,1,13,21",rs587
"0,1,13,7,28,7,1,13,28,1",b4-nem4-a
"0,1,28,13,1,28,10,32",a1-nem3-a
"0,1,7,7,10,7,28,7,18",rs1052
"0,1,28,4,1,28,4,29",c1-nem3-a
"0,1,13,13,18",rs540
"0,1,4,4,4,1,10,28,10,1,28,20",rs1370
"0,1,4,4,4,1,13,28,10",d1-nem1-a
"0,1,28,4,4,1,28,4,33",d1-nem3-a
"0,1,7,7,13,7,13,7,28,17",rs1051
"0,1,10,10,4,4,28,4,19",rs1341
"0,1,28,7,1,7,28,19",rs363
"0,1,4,4,4,1,10,28,10,1,19",rs1377
"0,1,4,4,1,28,13,1,13,20",rs730
"0,1,10,10,28,24",rs1128
"0,1,1,28,7,1,7,18",rs376
"0,1,28,10,1,10,25",rs1139
"0,1,7,7,1,28,10,17",rs881
"0,1,1,28,7,1,28,4",a1-nem4-a
"0,1,4,4,10,4,10,19",rs1333
"0,1,13,13,4,4,19",rs685
"0,1,10,10,28,27",rs1131
"0,1,13,4,28,4,1,21",rs1281
"0,1,4,4,13,4,1",d5-nem1-b
"0,1,7,1,10,7,10,7,27",rs1545
"0,1,7,1,13,24",rs1398
"0,1,13,4,28,13,1,20",rs632
"0,1,28,7,1,7,28,13,16",rs1500
"0,1,28,10,1,10,28,1,18",rs1152
"0,1,10,4,28,4,1,10,17",rs1277
"0,1,13,13,4,4,28,4,16",rs762
"0,1,4,4,4,1,10,28,10,1,28,17",rs1367
"0,1,13,4,11",b1-nem2-a
"0,1,1,28,4,1,28,8",a1-nem4-a
"0,1,7,1,13,7,13,28,19",rs883
"0,1,7,1,13,7,13,28,25",rs887
"0,1,28,4,4,1,28,4,28",d1-nem3-a
"0,1,28,7,2,6",a1-nem3-a
"0,1,4,1,10,28,10,19",rs1171
"0,1,13,13,4,4,24",rs688
"0,1,7,1,10,7,10,7,16",rs1536
"0,1,13,13,4,4,28,5,1,19",rs775
"0,1,7,7,10,7,28,7,1,20",rs1064
"0,1,1,28,13,1,10",a1-nem4-b
"0,1,4,1,10,4,10,4,4,17",rs1609
"0,1,10,10,1,28,24",rs1102
"0,1",a1-nem2-a
"0,1,4,4,4,1,31",d1-nem1-a
"0,1,10,7,28,10,17",rs1411
"0,1,10,10,4,4,18",rs1260
"0,1,28,4,1,4,4",d1-nem3-a
"0,1,7,1,13,7,13,7,18",rs962
"0,1,1,5,4,28,13,1,12",c1-nem4-b
"0,1,4,1,13,4,13,27",rs681
"0,1,28,4,1,5",c1-nem3-a
"0,1,7,7,7,1,13,7,26",rs1616
"0,1,4,4,10,4,10,24",rs1336
"0,1,7,7,10,7,28,7,1,18",rs1062
"0,1,28,4,1,28,4,33",c1-nem3-a
"0,1,7,1,10,7,10,19",rs1467
"0,1,28,10,1,10,28,26",rs1148
"0,1,10,10,1,28,17",rs1097
"0,1,10,10,4,4,28,4,1,25",rs1355
"0,1,13,4,28,4,1,13,21",rs705
"0,1,10,7,28,10,21",rs1415
"0,1,13,4,28,4,1,13,24",rs706
"0,1,7,7,7,20",rs405
"0,1,7,7,28,7,1,7,9",d1-nem3-a
"0,1,1,28,13,20",rs1100
"0,1,4,1,13,28,13,24",rs598
"0,1,28,10,1,10,28,21",rs1145
"0,1,7,1,10,7,10,18",rs1466
"0,1,28,4,1,10,28,1,18",rs648
"0,1,4,1,13,4,13,28,21",rs669
"0,1,4,4,10,4,4,18",rs1044
"0,1,10,7,28,7,1,7,28,10,16",rs1572
"0,1,7,7,7,1,10,28,10,7,19",rs1603
"0,1,10,4,28,10,25",rs1201
"0,1,1,28,4,1,4,4,1",d1-nem1-a
"0,1,4,4,4,1,32",d1-nem1-a
"0,1,13,7,28,7,1,7",c6-nem3-a
"0,1,13,13,7,1,19",rs819
"0,1,7,7,10,7,28,27",rs987
"0,1,4,4,4,1,13",d5-nem1-b
"0,1,1,28,4,1,28,7",a1-nem4-a
"0,1,4,4,1,28,13,1,13,21",rs731
"0,1,28,13,1,28,10,28",a1-nem3-a
"0,1,13,13,1,28,19",rs523
"0,1,28,7,1,13,24",rs1426
"0,1,28,7,1,13,28,21",rs1433
"0,1,7,7,1,28,7,1,9",d2-nem4-b
"0,1,13,13,4,4,28,17",rs691
"0,1,4,1,10,19",rs603
"0,1,13,4,28,4,1,4,28,13,27",rs789
"0,1,13,7,28,7,1,7,28,1,21",rs1587
"0,1,4,4,4,1,13,28,13,17",rs737
"0,1,7,1,13,7,13,7,24",rs966
"0,1,13,13,7,7,28,7,1,17",rs989
"0,1,7,7,10,7,10,16",rs1546
"0,1,10,10,1,28,16",rs1096
"0,1,10,10,7,7",b6-nem2-a
"0,1,10,10,4,4,24",rs1264
"0,1,7,7,28,7,1,7,28,1,13",d6-nem4-a
"0,1,1,28,4,1,9",a1-nem4-b
"0,1,13,7,7,7,28,1",c6-nem3-a
"0,1,1,28,13,1,13,17",rs583
"0,1,7,1,10,28,21",rs813
"0,1,1,5,4,28,10,1,15",c1-nem4-b
"0,1,1,28,10,1,10,25",rs1165
"0,1,28,4,1,4,28,13,17",rs1285
"0,1,7,7,7,1,13,7,25",rs1615
"0,1,10,7,28,10,18",rs1412
"0,1,10,4,28,4,1,4,28,11,17",rs1357
"0,1,7,7,10,7,10,24",rs1552
"0,1,13,13,1,28,16",rs520
"0,1,4,1,13,28,13,1,24",rs660
"0,1,28,13,1,28,10,30",a1-nem3-a
"0,1,4,4,4,1,29",d1-nem1-a
"0,1,4,4,10,1,10",c5-nem1-b
"0,1,4,4,28,4,1,9",c1-nem3-a
"0,1,13,13,28,25",rs553
"0,1,7,1,13,7,13,7,25",rs967
"0,1,28,4,1,13,28,13,27",rs645
"0,1,7,1,10,7,10,7,19",rs1539
"0,1,4,4,13,4,20",rs1334
"0,1,1,28,4,1,4",c1-nem4-b
"0,1,28,4,1,13,28,16",rs1212
"0,1,28,13,1,13,28,1,20",rs578
"0,1,10,10,1,28,25",rs1103
"0,1,4,1,10,4,10,28,20",rs1244
"0,1,7,7,13,7,28,21",rs1559
"0,1,28,4,1,10,28,1,24",rs652
"0,1,7,7,1,28,10,21",rs885
"0,1,4,4,28,10,1",c3-nem3-a
"0,1,7,7,10,7,16",rs970
"0,1,4,1,10,16",rs600
"0,1,4,1,10,4,10,4,4,21",rs1613
"0,1,10,4,28,4,1,10,21",rs1281
"0,1,7,7,7,1,13,19",rs1539
"0,1,28,7,1,13,19",rs1423
"0,1,28,10,1,10,28,1,25",rs1157
"0,1,1,28,4,1,28,9",a1-nem4-a
"0,1,13,4,28,4,1,4,19",rs1351
"0,1,13,4,28,4,1,4,28,13,17",rs781
"0,1,4,4,1,28,4,1,13,25",rs1381
"0,1,28,7,1,7,28,7,25",rs430
"0,1,28,4,1,9",a1-nem3-a
"0,1,10,10,4,4,19",rs1261
"0,1,1,28,13,1,28,10",a1-nem4-a
"0,1,4,4,4,1,13,24",rs1326
"0,1,28,4,4,28,9",b1-nem2-a
"0,1,13,13,28,18",rs548
"0,1,4,1,13,4,13,4,4,24",rs1038
"0,1,4,4,10,4,28,25",rs769
"0,1,1,28,10,1,10,18",rs1160
"0,1,10,4,28,4,1,10,28,16",rs1284
"0,1,10,10,4,4,28,4,21",rs1343
"0,1,13,4,28,4,1,10,28,1",c1-nem4-a
"0,1,4,4,4,1,35",d1-nem1-a
"0,1,4,4,10,4,4,19",rs1045
"0,1,4,4,28,2",c1-nem3-a
"0,1,13,13,1,28,20",rs524
"0,1,28,7,1,10,28,17",rs853
"0,1,4,1,10,28,10,1,28,19",rs1225
"0,1,4,1,10,28,10,25",rs1175
"0,1,13,4,28,13,1,24",rs634
"0,1,13,7,28,13,24",rs840
"0,1,10,10,21",rs1119
"0,1,4,1,10,28,10,1,28,24",rs1228
"0,1,1,28,10,1,14",a1-nem4-b
"0,1,28,4,1,13,28,13,26",rs644
"0,1,13,4,28,4,1,13,28,1,16",rs718
"0,1,7,7,7,1,13,28,13,7,25",rs1031
"0,1,4,4,4,1,10,28,15",d1-nem1-a
"0,1,1,5,3",b1-nem2-a
"0,1,1,28,13,1,25",rs1165
"0,1,13,4,4,4,1,28,13,1,28,4",d4-nem4-a
"0,1,10,10,4,4,28,4,1,19",rs1351
"0,1,10,10,28,25",rs1129
"0,1,28,10,1,10,28,1,24",rs1156
"0,1,7,7,13,17",rs1475
"0,1,13,4,28,4,1,12",c1-nem3-a
"0,1,10,10,4,4,25",rs1265
"0,1,13,1,21",rs1109
"0,1,28,4,4,1,28,1,35",c1-nem4-b
"0,1,28,4,1,28,4,35",c1-nem3-a
"0,1,4,4,1,28,4,17",rs189
"0,1,4,4,28,4,1,4",d2-nem3-a
"0,1,4,4,4,4,28",d2-nem2-b
"0,1,28,4,1,13,28,13,20",rs640
"0,1,4,4,4,4,1",d2-nem1-b
"0,1,28,13,1,12",a1-nem3-a
"0,1,4,4,1,28,4",d1-nem1-a
"0,1,7,7,10,7,10,21",rs1551
"0,1,10,7,28,7,1,10,28,1,25",rs1517
"0,1,10,10,4,25",rs1193
"0,1,4,4,4,1,10,4",d4-nem1-b
"0,1,1,28,7,1,28,6",a1-nem4-a
"0,1,28,4,4,1,5",d1-nem3-a
"0,1,28,13,1,28,10,3",a1-nem4-a
"0,1,1,28,13,1,13,20",rs586
"0,1,28,7,1,7,28,21",rs365
"0,1,28,4,1,13,18",rs1206
"0,1,4,1,13,28,13,17",rs593
"0,1,4,1,13,28,13,1,28,24",rs652
"0,1,28,4,1,8",a1-nem3-a
"0,1,7,7,28,7,1,7,7",d1-nem3-a
"0,1,13,7,28,7,1,7,28,13,20",rs1000
"0,1,1,28,3",a1-nem4-b
"0,1,7,7,1,28,7,1,10,7,28,24",rs1084
"0,1,7,1,10,26",rs824
"0,1,13,13,4,4",c3-nem2-a
"0,1,7,7,1,28,7,1,21",rs444
"0,1,10,10,7,1,26",rs1400
"0,1,28,7,1,7,28,16",login4
"0,1,1,5,4,28,13,1,10",c1-nem4-b
"0,1,1,28,7,1,28,5",a1-nem4-a
"0,1,28,13,4,13",b3-nem2-b
"0,1,28,10,1,20",rs560
"0,1,13,4,13,4,28,4,1,4",d4-nem3-a
"0,1,13,4,28,4,1,4,28,13,20",rs784
"0,1,10,4,28,4,1,14",c1-nem3-a
"0,1,28,1",a1-nem3-a
"0,1,4,4,1,28,13",c5-nem1-a
"0,1,1,28,7,1,4",a1-nem4-b
"0,1,7,7,1,28,7,1,13,17",rs1591
"0,1,28,13,1,28,10,2",a1-nem4-a
"0,1,13,7,28,7,1,13,20",rs920
"0,1,28,4,30",b1-nem2-a
"0,1,28,4,1,28,4,30",c1-nem3-a
"0,1,4,4,4,1,13,28,13,1,19",rs801
"0,1,4,1,13,28,13,1,28,25",rs653
"0,1,7,1,10,20",rs820
"0,1,4,4,4,1,30",d1-nem1-a
"0,1,4,4,4,1,10,28,10,1,20",rs1378
"0,1,13,13,7,7,28,7,1,20",rs992
"0,1,13,13,1,28,18",rs522
"0,1,7,1,10,28,10,25",rs1391
"0,1,4,1,13,4,13,21",rs677
"0,1,13,13,16",rs538
"0,1,4,4,1,28,4,1,10,25",rs805
"0,1,28,4,1,10,28,20",rs640
"0,1,28,7,1,7,28,1,20",oss-scratch20
"0,1,28,4,1,28,4,28",c1-nem3-a
"0,1,7,1,10,28,10,18",rs1386
"0,1,1,28,13,19",rs1099
"0,1,13,13,7,7,28,7,1,18",rs990
"0,1,4,1,13,28,13,1,28,16",rs646
"0,1,28,4,1,28,4,34",c1-nem3-a
"0,1,10,10,7,7,28,7,17",rs1555
"0,1,28,10,1,10,19",rs1135
"0,1,7,7,10,7,10,19",rs1549
"0,1,4,4,13,4,28",d5-nem2-b
"0,1,7,7,10,7,10,7,18",rs1620
"0,1,7,7,7,1,13,28,13,1,28",c4-nem4-a
"0,1,13,13,4,4,28,4,26",rs770
"0,1,13,13,4,19",rs613
"0,1,10,7,28,10,26",rs1418
"0,1,28,4,4,1,28,4,29",d1-nem3-a
"0,1,7,7,7,1,13,27",rs1545
"0,1,13,7,28,7,1,7,28,13,16",rs996
"0,1,10,10,1,24",rs1110
"0,1,7,7,1,28,7,1,13,7,28,21",rs1659
"0,1,28,7,1,7,28,13,19",rs1503
"0,1,28,4,1,13,28,13,21",rs641
"0,1,7,7,1,28,7,1,13,19",rs1593
"0,1,10,10,7,1,24",rs1398
"0,1,28,4,4,1,28,1,36",c1-nem4-b
"0,1,28,13,1,13,28,1,17",rs575
"0,1,28,13,1,28,10,29",a1-nem3-a
"0,1,28,7,1,7,28,10,24",rs930
"0,1,7,1,10,27",rs825
"0,1,4,1,10,28,10,1,18",rs1232
"0,1,10,10,4,4,28,21",rs1271
"0,1,13,7,28,7,1,7,28,20",rs1576
"0,1,28,4,25",rs95
"0,1,4,4,1,28,4,1,13,24",rs1380
"0,1,4,4,4,1,10,28,14",d1-nem1-a
"0,1,7,7,7,1,10,28,10,7,20",rs1604
"0,1,4,1,10,4,10,20",rs1252
"0,1,10,7,28,7,1,10,28,17",rs1501
"0,1,4,1,10,4,16",rs672
"0,1,4,1,13,24",rs1182
"0,1,28,4,2,4,24",rs160
"0,1,1,27",rs16
"0,1,7,7,13,7,13,7,16",rs1042
"0,1,28,7,1,10,28,10,24",rs1434
"0,1,4,4,4,1,13,28,21",rs1317
"0,1,4,4,1,28,4,1,13,26",rs1382
"0,1,10,4,28,4,1,19",rs703
"0,1,10,7,28,25",rs841
"0,1,7,7,7,1,10,5",b4-nem1-b
"0,1,7,1,10,7",b4-nem1-b
"0,1,13,13,7,1,27",rs825
"0,1,10,10,7,7,28,7,25",rs1561
"0,1,13,4,28,4,16",rs1266
"0,1,10,16",rs538
"0,1,4,4,1,28,4,1,10,24",rs804
"0,1,4,1,13,20",rs1180
"0,1,7,1,10,28,10,1,28,24",rs1444
"0,1,7,7,1,28,7,1,13,26",rs1598
"0,1,10,10,7,7,28,19",rs1485
"0,1,13,13,4,1,18",rs602
"0,1,13,4,28,4,1,4,20",rs1352
"0,1,28,7,1,7,28,7,20",rs428
"0,1,13,4,19",rs1189
"0,1,7,7,1,28,10,32",b4-nem1-b
"0,1,7,7,1,28,13,1,24",rs1524
"0,1,4,1,10,4,10,25",rs1255
"0,1,10,4,28,4,1,10,28,1,25",rs1301
"0,1,7,1,13,28,13,1,28,16",rs862
"0,1,7,7,7,1,10,19",rs963
"0,1,13,1,18",rs1106
"0,1,7,1,10,7,10,28,16",rs1456
"0,1,13,7,28,7,20",rs1486
"0,1,10,10,7,7,28,7,18",rs1556
"0,1,13,13,1,19",rs531
"0,1,7,7,10,7,10,7,28,17",rs1627
"0,1,13,7,28,7,1,13,17",rs917
"0,1,7,7,7,1,10,28,10,16",rs1528
"0,1,1,28,10,24",rs526
"0,1,28,4,2,19",rs100
"0,1,4,4,1,28,10,1,10,24",rs1308
"0,1,4,1,10,28,10,1,26",rs1238
"0,1,13,13,4,4,28,4,1,25",rs779
"0,1,4,1,10,4,10,4,4,26",rs1616
"0,1,28,7,1,10,28,10,20",rs1432
"0,1,7,7,7,1,13,28,13,1,25",rs1021
"0,1,28,4,2,4,28,4,24",rs238
"0,1,1,28,10,1,21",rs587
"0,1,28,4,2,10,28,1,18",rs648
"0,1,7,7,7,1,10,28,10,1,16",rs1590
"0,1,4,4,13,18",rs1260
"0,1,10,4,28,4,1,4,28,10,18",rs1358
"0,1,7,1,13,28,13,1,17",rs871
"0,1,4,1,10,4,10,4,4,25",rs1615
"0,1,7,1,10,28,10,1,28,18",rs1440
"0,1,13,13,4,1,25",rs607
"0,1,13,13,7,7,28,21",rs911
"0,1,4,4,10,4,18",rs756
"0,1,4,1,10,28,10,1,28,18",rs1224
"0,1,7,7,28,7,1,18",rs418
"0,1,4,1,13,28,13,1,17",rs655
"0,1,4,1,10,4,10,27",rs1257
"0,1,10,7,28,7,1,10,24",rs1498
"0,1,7,7,1,28,17",rs325
"0,1,28,7,1,13,28,13,17",rs853
"0,1,7,7,1,28,7,7,18",rs450
"0,1,28,7,1,10,28,10,19",rs1431
"0,1,10,7,28,7,1,7,28,10,26",rs1580
"0,1,4,4,4,1,13,28,13,19",rs739
"0,1,4,4,1,28,10,18",rs666
"0,1,4,4,4,1,13,16",rs1320
"0,1,1,28,10,17",rs521
"0,1,7,1,10,7,10,28,17",rs1457
"0,1,28,10,1,19",rs559
"0,1,4,1,10,28,10,1,19",rs1233
"0,1,7,7,7,1,25",rs398
"0,1,7,7,10,1",b4-nem1-b
"0,1,28,4,2,4,20",rs158
"0,1,10,10,7,7,1,15",b4-nem1-b
"0,1,28,4,2,10,28,16",rs636
"0,1,10,7,28,7,1,10,28,25",rs1507
"0,1,10,4,28,4,1,10,28,27",rs1293
"0,1,13,7,28,13,1,19",rs847
"0,1,7,1,10,9",b4-nem1-b
"0,1,4,1,10,28,10,21",rs1173
"0,1,7,21",rs280
"0,1,7,7,7,1,10,6",b4-nem1-b
"0,1,10,7,28,16",rs834
"0,1,4,4,1,28,4,1,10,21",rs803
"0,1,4,1,13,4,13,4,26",rs752
"0,1,28,4,2,4,25",rs161
"0,1,13,4,28,4,1,13,28,19",rs711
"0,1,7,7,10,10,1,15",b4-nem1-b
"0,1,10,10,7,7,28,7,1,7,28,19",rs1647
"0,1,4,4,1,28,4,1,4,21",rs515
"0,1,28,4,2,4,28,10,25",rs715
"0,1,13,4,28,13,1,19",rs631
"0,1,10,7,21",rs831
"0,1,7,1,13,7,13,7,21",rs965
"0,1,4,4,10,4,28,27",rs771
"0,1,1,28,10,25",rs527
"0,1,4,1,13,28,13,1,26",rs662
"0,1,7,7,1,28,13,1,13,17",rs943
"0,1,7,1,13,28,13,24",rs814
"0,1,28,4,2,24",admin2
"0,1,10,7,28,7,1,10,28,16",rs1500
"0,1,28,4,1,10,24",rs634
"0,1,4,1,10,28,10,1,27",rs1239
"0,1,10,1,16",rs528
"0,1,10,25",rs545
"0,1,7,7,28,7,17",rs408
"0,1,7,1,13,7,13,28,24",rs886
"0,1,7,1,10,28,10,16",rs1384
"0,1,4,4,13,4,4,21",rs1623
"0,1,4,4,4,1,21",rs201
"0,1,7,7,10,7,10,7,19",rs1621
"0,1,13,13,7,7,28,7,1,7,17",rs1061
"0,1,4,1,10,28,17",rs593
"0,1,13,13,7,7,28,7,20",rs982
"0,1,13,7,28,7,1,13,28,1,16",rs934
"0,1,7,1,13,28,13,17",rs809
"0,1,4,1,10,28,10,1,28,21",rs1227
"0,1,10,10,7,1,25",rs1399
"0,1,7,7,10,7,10,7,28,26",rs1634
"0,1,28,4,2,10,24",rs634
"0,1,7,7,10,2",b4-nem1-b
"0,1,10,10,7,7,28,7,1,16",rs1564
"0,1,28,7,1,7,21",rs358
"0,1,7,7,7,1,10,28,10,21",rs1533
"0,1,7,1,10,7,10,20",rs1468
"0,1,4,1,10,4,10,4,4,27",rs1617
"0,1,13,7,28,7,1,7,28,13,26",rs1004
"0,1,7,1,10,28,10,24",rs1390
"0,1,4,1,13,28,13,1,28,19",rs649
"0,1,7,7,13,7,13,7,28,25",rs1057
"0,1,7,7,28,7,1,7,28,19",rs495
"0,1,13,1,16",rs1104
"0,1,28,7,1,10,28,10,21",rs1433
"0,1,7,7,1,28,7,1,28,19",rs436
"0,1,28,1,28,10,21",rs569
"0,1,7,1,10,28,10,1,28,17",rs1439
"0,1,7,7,7,1,10,28,10,7,25",rs1607
"0,1,4,4,1,28,10,1,10,19",rs1305
"0,1,13,13,7,7,28,7,1,7,28,27",rs1077
"0,1,13,7,28,7,1,13,28,20",rs928
"0,1,7,7,10,7,10,7,20",rs1622
"0,1,7,7,7,1,13,28,13,1",c4-nem4-b
"0,1,4,1,13,4,13,4,4,26",rs1040
"0,1,13,4,28,4,1,4,28,1,24",rs1372
"0,1,7,7,1,28,10,34",b4-nem1-b
"0,1,13,13,1,17",rs529
"0,1,10,7,28,21",rs839
"0,1,13,13,4,4,18",rs684
"0,1,7,1,13,26",rs1400
"0,1,4,4,10,4,28,24",rs768
"0,1,28,4,2,13,28,1,19",rs1225
"0,1,1,28,10,1,28,17",rs575
"0,1,10,4,28,4,1,10,16",rs1276
"0,1,28,7,17",rs284
"0,1,10,10,7,7,28,17",rs1483
"0,1,7,1,13,7,13,26",rs896
"0,1,28,4,2,10,17",rs629
"0,1,1,28,10,1,18",rs584
"0,1,4,4,1,28,20",oss-scratch9
"0,1,24",rs21
"0,1,7,7,13,7,28,7,16",rs1626
"0,1,4,4,4,1,13,26",rs1328
"0,1,7,7,1,28,7,1,13,7,28,19",rs1657
"0,1,7,7,1,28,10,30",b4-nem1-b
"0,1,4,4,4,1,13,28,13,1,27",rs807
"0,1,1,28,4,1,10,16",rs654
"0,1,7,7,13,19",rs1477
"0,1,4,4,1,28,13,1,13,16",rs726
"0,1,4,4,28,4,1,20",rs228
"0,1,7,7,1,28,7,7,19",rs451
"0,1,13,7,28,7,1,7,25",rs1571
"0,1,10,1,21",rs533
"0,1,28,4,2,4,28,13,20",rs1288
"0,1,1,28,10,1,10,20",rs1162
"0,1,4,4,1,17",rs130
"0,1,7,1,10,28,10,20",rs1388
"0,1,7,1,10,7,10,7,20",rs1540
"0,1,10,10,7,7,1,14",b4-nem1-b
"0,1,10,7,28,7,27",rs915
"0,1,10,4,28,4,1,4,28,10,20",rs1360
"0,1,10,10,7,7,28,21",rs1487
"0,1,7,7,7,1,10,28,10,7,16",rs1600
"0,1,4,1,13,28,13,1,27",rs663
"0,1,4,4,1,28,4,1,10,16",rs798
"0,1,1,28,10,21",rs525
"0,1,13,13,7,7,28,25",rs913
"0,1,13,13,7,7,28,7,26",rs986
"0,1,28,4,2,4,28,10,26",rs716
"0,1,7,7,13,7,13,7,21",rs1047
"0,1,10,4,28,19",rs621
"0,1,7,7,10,10,1,13",b4-nem1-b
"0,1,1,28,4,21",rs69
"0,1,7,7,10,10,1,14",b4-nem1-b
"0,1,1,28,13,1,13,24",rs588
"0,1,13,4,28,4,17",rs1267
"0,1,1,28,13,21",rs1101
"0,1,4,4,1,28,4,1,4,24",rs516
"0,1,7,7,1,28,10,28",b4-nem1-b
"0,1,28,7,1,13,21",rs1425
"0,1,1,28,4,1,13,17",rs1231
"0,1,10,7,28,7,1,7,28,10,24",rs1578
"0,1,7,1,10,7,10,17",rs1465
"0,1,7,7,7,1,13,28,13,17",rs953
"0,1,10,7,28,10,1,25",rs1427
"0,1,10,7,28,7,1,10,25",rs1499
"0,1,4,1,13,28,13,18",rs594
"0,1,7,7,7,1,13,28,13,24",rs958
"0,1,28,4,2,4,28,26",rs169
"0,1,7,7,10,3",b4-nem1-b
"0,1,7,7,7,1,10,28,10,7,18",rs1602
"0,1,7,1,10,21",rs821
"0,1,10,4,28,4,1,4,28,1,21",rs795
"0,1,28,1,28,10,16",rs564
"0,1,7,7,13,7,13,7,28,19",rs1053
"0,1,7,1,10,28,10,17",rs1385
"0,1,7,1,13,28,13,25",rs815
"0,1,7,7,7,1,10,28,10,7,17",rs1601
"0,1,7,7,1,28,7,7,24",rs454
"0,1,4,1,13,4,13,4,16",rs744
"0,1,4,1,10,4,10,4,4,18",rs1610
"0,1,28,4,2,10,28,10,25",rs1219
"0,1,13,13,1,18",rs530
"0,1,10,4,28,16",rs618
"0,1,10,4,28,4,1,10,28,18",rs1286
"0,1,10,10,1,28,20",rs1100
"0,1,7,7,7,1,10,28,10,18",rs1530
"0,1,28,10,25",rs553
"0,1,10,10,7,7,1,13",b4-nem1-b
"0,1,4,4,1,28,4,1,28,20",rs246
"0,1,4,4,4,1,13,28,13,1,26",rs806
"0,1,13,13,4,1,19",rs603
"0,1,28,7,1,10,28,1,19",rs865
"0,1,13,7,28,7,1,13,28,1,20",rs938
"0,1,7,7,1,28,7,1,13,7,28,17",rs1655
"0,1,4,4,13,16",rs1258
"0,1,4,4,4,1,13,28,4,17",rs1601
"0,1,13,7,28,7,1,7,28,1,18",rs1584
"0,1,7,1,10,7,10,28,21",rs1461
"0,1,7,7,7,1,13,28,13,7",d4-nem1-a
"0,1,4,4,13,4,13,17",rs755
"0,1,10,7,28,7,1,10,28,19",rs1503
"0,1,13,4,28,13,1,18",rs630
"0,1,7,7,1,28,10,35",b4-nem1-b
"0,1,13,4,28,13,19",rs621
"0,1,7,7,1,28,10,29",b4-nem1-b
"0,1,28,4,2,10,18",rs630
"0,1,7,7,7,1,10,28,10,7,24",rs1606
"0,1,28,7,1,7,28,13,17",rs1501
"0,1,13,13,7,7,28,7,18",rs980
"0,1,28,13,1,13,28,16",rs564
"0,1,7,7,1,28,13,1,13,26",rs950
"0,1,28,4,2,10,28,24",rs642
"0,1,7,7,1,28,10,31",b4-nem1-b
"0,1,7,7,7,1,10,28,10,1,26",rs1598
"0,1,7,1,13,7,16",rs1464
