host,row,col,rack,shelf,slot,x,y,z,section,ibport,partner,bootnode
rs2150-sp,c,8,c8,3,7,2,5,5,3,18,rs2151,boot4
rs2151,c,8,c8,3,7,2,5,5,3,19,rs2150,boot4
rs2151-sp,c,8,c8,3,7,2,5,5,3,19,rs2150,boot4
rs2152,c,8,c8,3,8,2,5,5,3,20,rs2153,boot4
rs2152-sp,c,8,c8,3,8,2,5,5,3,20,rs2153,boot4
rs2153,c,8,c8,3,8,2,5,5,3,21,rs2152,boot4
rs2153-sp,c,8,c8,3,8,2,5,5,3,21,rs2152,boot4
rs2154,c,8,c8,3,10,2,5,5,3,24,rs2155,boot4
rs2154-sp,c,8,c8,3,10,2,5,5,3,24,rs2155,boot4
rs2155,c,8,c8,3,10,2,5,5,3,25,rs2154,boot4
rs2155-sp,c,8,c8,3,10,2,5,5,3,25,rs2154,boot4
rs2156,c,8,c8,3,11,2,5,5,3,26,rs2157,boot4
rs2156-sp,c,8,c8,3,11,2,5,5,3,26,rs2157,boot4
rs2157,c,8,c8,3,11,2,5,5,3,27,rs2156,boot4
rs2157-sp,c,8,c8,3,11,2,5,5,3,27,rs2156,boot4
rs2158,c,8,c8,4,0,2,5,6,3,16,rs2159,boot3
rs2158-sp,c,8,c8,4,0,2,5,6,3,16,rs2159,boot3
rs2159,c,8,c8,4,0,2,5,6,3,17,rs2158,boot3
rs2159-sp,c,8,c8,4,0,2,5,6,3,17,rs2158,boot3
rs216,d,1,d1,2,7,0,3,3,1,18,rs217,boot5
rs216-sp,d,1,d1,2,7,0,3,3,1,18,rs217,boot5
rs2160,c,8,c8,4,1,2,5,6,3,18,rs2161,boot3
rs2160-sp,c,8,c8,4,1,2,5,6,3,18,rs2161,boot3
rs2161,c,8,c8,4,1,2,5,6,3,19,rs2160,boot3
rs2161-sp,c,8,c8,4,1,2,5,6,3,19,rs2160,boot3
rs2162,c,8,c8,4,2,2,5,6,3,20,rs2163,boot3
rs2162-sp,c,8,c8,4,2,2,5,6,3,20,rs2163,boot3
rs2163,c,8,c8,4,2,2,5,6,3,21,rs2162,boot3
rs2163-sp,c,8,c8,4,2,2,5,6,3,21,rs2162,boot3
rs2164,c,8,c8,4,4,2,5,6,3,24,rs2165,boot3
rs2164-sp,c,8,c8,4,4,2,5,6,3,24,rs2165,boot3
rs2165,c,8,c8,4,4,2,5,6,3,25,rs2164,boot3
rs2165-sp,c,8,c8,4,4,2,5,6,3,25,rs2164,boot3
rs2166,c,8,c8,4,6,2,5,7,3,16,rs2167,boot8
rs2166-sp,c,8,c8,4,6,2,5,7,3,16,rs2167,boot8
rs2167,c,8,c8,4,6,2,5,7,3,17,rs2166,boot8
rs2167-sp,c,8,c8,4,6,2,5,7,3,17,rs2166,boot8
rs2168,c,8,c8,4,7,2,5,7,3,18,rs2169,boot8
rs2168-sp,c,8,c8,4,7,2,5,7,3,18,rs2169,boot8
rs2169,c,8,c8,4,7,2,5,7,3,19,rs2168,boot8
rs2169-sp,c,8,c8,4,7,2,5,7,3,19,rs2168,boot8
rs217,d,1,d1,2,7,0,3,3,1,19,rs216,boot5
rs217-sp,d,1,d1,2,7,0,3,3,1,19,rs216,boot5
rs2170,c,8,c8,4,8,2,5,7,3,20,rs2171,boot8
rs2170-sp,c,8,c8,4,8,2,5,7,3,20,rs2171,boot8
rs2171,c,8,c8,4,8,2,5,7,3,21,rs2170,boot8
rs2171-sp,c,8,c8,4,8,2,5,7,3,21,rs2170,boot8
rs2172,c,8,c8,4,10,2,5,7,3,24,rs2173,boot8
rs2172-sp,c,8,c8,4,10,2,5,7,3,24,rs2173,boot8
rs2173,c,8,c8,4,10,2,5,7,3,25,rs2172,boot8
rs2173-sp,c,8,c8,4,10,2,5,7,3,25,rs2172,boot8
rs2174,c,8,c8,4,11,2,5,7,3,26,rs2175,boot8
rs2174-sp,c,8,c8,4,11,2,5,7,3,26,rs2175,boot8
rs2175,c,8,c8,4,11,2,5,7,3,27,rs2174,boot8
rs2175-sp,c,8,c8,4,11,2,5,7,3,27,rs2174,boot8
rs2176,d,8,d8,1,0,2,4,0,3,16,rs2177,boot6
rs2176-sp,d,8,d8,1,0,2,4,0,3,16,rs2177,boot6
rs2177,d,8,d8,1,0,2,4,0,3,17,rs2176,boot6
rs2177-sp,d,8,d8,1,0,2,4,0,3,17,rs2176,boot6
rs2178,d,8,d8,1,1,2,4,0,3,18,rs2179,boot6
rs2178-sp,d,8,d8,1,1,2,4,0,3,18,rs2179,boot6
rs2179,d,8,d8,1,1,2,4,0,3,19,rs2178,boot6
rs2179-sp,d,8,d8,1,1,2,4,0,3,19,rs2178,boot6
rs218,d,1,d1,2,8,0,3,3,1,20,rs219,boot5
rs218-sp,d,1,d1,2,8,0,3,3,1,20,rs219,boot5
rs2180,d,8,d8,1,2,2,4,0,3,20,rs2181,boot6
rs2180-sp,d,8,d8,1,2,2,4,0,3,20,rs2181,boot6
rs2181,d,8,d8,1,2,2,4,0,3,21,rs2180,boot6
rs2181-sp,d,8,d8,1,2,2,4,0,3,21,rs2180,boot6
rs2182,d,8,d8,1,4,2,4,0,3,24,rs2183,boot6
rs2182-sp,d,8,d8,1,4,2,4,0,3,24,rs2183,boot6
rs2183,d,8,d8,1,4,2,4,0,3,25,rs2182,boot6
rs2183-sp,d,8,d8,1,4,2,4,0,3,25,rs2182,boot6
rs2184,d,8,d8,1,6,2,4,1,3,16,rs2185,boot1
rs2184-sp,d,8,d8,1,6,2,4,1,3,16,rs2185,boot1
rs2185,d,8,d8,1,6,2,4,1,3,17,rs2184,boot1
rs2185-sp,d,8,d8,1,6,2,4,1,3,17,rs2184,boot1
rs2186,d,8,d8,1,7,2,4,1,3,18,rs2187,boot1
rs2186-sp,d,8,d8,1,7,2,4,1,3,18,rs2187,boot1
rs2187,d,8,d8,1,7,2,4,1,3,19,rs2186,boot1
rs2187-sp,d,8,d8,1,7,2,4,1,3,19,rs2186,boot1
rs2188,d,8,d8,1,8,2,4,1,3,20,rs2189,boot1
rs2188-sp,d,8,d8,1,8,2,4,1,3,20,rs2189,boot1
rs2189,d,8,d8,1,8,2,4,1,3,21,rs2188,boot1
rs2189-sp,d,8,d8,1,8,2,4,1,3,21,rs2188,boot1
rs219,d,1,d1,2,8,0,3,3,1,21,rs218,boot5
rs219-sp,d,1,d1,2,8,0,3,3,1,21,rs218,boot5
rs2190,d,8,d8,1,10,2,4,1,3,24,rs2191,boot1
rs2190-sp,d,8,d8,1,10,2,4,1,3,24,rs2191,boot1
rs2191,d,8,d8,1,10,2,4,1,3,25,rs2190,boot1
rs2191-sp,d,8,d8,1,10,2,4,1,3,25,rs2190,boot1
rs2192,d,8,d8,1,11,2,4,1,3,26,rs2193,boot1
rs2192-sp,d,8,d8,1,11,2,4,1,3,26,rs2193,boot1
rs2193,d,8,d8,1,11,2,4,1,3,27,rs2192,boot1
rs2193-sp,d,8,d8,1,11,2,4,1,3,27,rs2192,boot1
rs2194,d,8,d8,2,0,2,4,2,3,16,rs2195,boot7
rs2194-sp,d,8,d8,2,0,2,4,2,3,16,rs2195,boot7
rs2195,d,8,d8,2,0,2,4,2,3,17,rs2194,boot7
rs2195-sp,d,8,d8,2,0,2,4,2,3,17,rs2194,boot7
rs2196,d,8,d8,2,1,2,4,2,3,18,rs2197,boot7
rs2196-sp,d,8,d8,2,1,2,4,2,3,18,rs2197,boot7
rs2197,d,8,d8,2,1,2,4,2,3,19,rs2196,boot7
rs2197-sp,d,8,d8,2,1,2,4,2,3,19,rs2196,boot7
rs2198,d,8,d8,2,2,2,4,2,3,20,rs2199,boot7
rs2198-sp,d,8,d8,2,2,2,4,2,3,20,rs2199,boot7
rs2199,d,8,d8,2,2,2,4,2,3,21,rs2198,boot7
rs2199-sp,d,8,d8,2,2,2,4,2,3,21,rs2198,boot7
rs22,a,1,a1,2,4,0,0,2,1,25,rs21,boot7
rs22-sp,a,1,a1,2,4,0,0,2,1,25,rs21,boot7
rs220,d,1,d1,2,10,0,3,3,1,24,rs221,boot5
rs220-sp,d,1,d1,2,10,0,3,3,1,24,rs221,boot5
rs2200,d,8,d8,2,4,2,4,2,3,24,rs2201,boot7
rs2200-sp,d,8,d8,2,4,2,4,2,3,24,rs2201,boot7
rs2201,d,8,d8,2,4,2,4,2,3,25,rs2200,boot7
rs2201-sp,d,8,d8,2,4,2,4,2,3,25,rs2200,boot7
rs2202,d,8,d8,2,6,2,4,3,3,16,rs2203,boot5
rs2202-sp,d,8,d8,2,6,2,4,3,3,16,rs2203,boot5
rs2203,d,8,d8,2,6,2,4,3,3,17,rs2202,boot5
rs2203-sp,d,8,d8,2,6,2,4,3,3,17,rs2202,boot5
rs2204,d,8,d8,2,7,2,4,3,3,18,rs2205,boot5
rs2204-sp,d,8,d8,2,7,2,4,3,3,18,rs2205,boot5
rs2205,d,8,d8,2,7,2,4,3,3,19,rs2204,boot5
rs2205-sp,d,8,d8,2,7,2,4,3,3,19,rs2204,boot5
rs2206,d,8,d8,2,8,2,4,3,3,20,rs2207,boot5
rs2206-sp,d,8,d8,2,8,2,4,3,3,20,rs2207,boot5
rs2207,d,8,d8,2,8,2,4,3,3,21,rs2206,boot5
rs2207-sp,d,8,d8,2,8,2,4,3,3,21,rs2206,boot5
rs2208,d,8,d8,2,10,2,4,3,3,24,rs2209,boot5
rs2208-sp,d,8,d8,2,10,2,4,3,3,24,rs2209,boot5
rs2209,d,8,d8,2,10,2,4,3,3,25,rs2208,boot5
rs2209-sp,d,8,d8,2,10,2,4,3,3,25,rs2208,boot5
rs221,d,1,d1,2,10,0,3,3,1,25,rs220,boot5
rs221-sp,d,1,d1,2,10,0,3,3,1,25,rs220,boot5
rs2210,d,8,d8,2,11,2,4,3,3,26,rs2211,boot5
rs2210-sp,d,8,d8,2,11,2,4,3,3,26,rs2211,boot5
rs2211,d,8,d8,2,11,2,4,3,3,27,rs2210,boot5
rs2211-sp,d,8,d8,2,11,2,4,3,3,27,rs2210,boot5
rs2212,d,8,d8,3,0,2,4,4,3,16,rs2213,boot2
rs2212-sp,d,8,d8,3,0,2,4,4,3,16,rs2213,boot2
rs2213,d,8,d8,3,0,2,4,4,3,17,rs2212,boot2
rs2213-sp,d,8,d8,3,0,2,4,4,3,17,rs2212,boot2
rs2214,d,8,d8,3,1,2,4,4,3,18,rs2215,boot2
rs2214-sp,d,8,d8,3,1,2,4,4,3,18,rs2215,boot2
rs2215,d,8,d8,3,1,2,4,4,3,19,rs2214,boot2
rs2215-sp,d,8,d8,3,1,2,4,4,3,19,rs2214,boot2
rs2216,d,8,d8,3,2,2,4,4,3,20,rs2217,boot2
rs2216-sp,d,8,d8,3,2,2,4,4,3,20,rs2217,boot2
rs2217,d,8,d8,3,2,2,4,4,3,21,rs2216,boot2
rs2217-sp,d,8,d8,3,2,2,4,4,3,21,rs2216,boot2
rs2218,d,8,d8,3,4,2,4,4,3,24,rs2219,boot2
rs2218-sp,d,8,d8,3,4,2,4,4,3,24,rs2219,boot2
rs2219,d,8,d8,3,4,2,4,4,3,25,rs2218,boot2
rs2219-sp,d,8,d8,3,4,2,4,4,3,25,rs2218,boot2
rs222,d,1,d1,2,11,0,3,3,1,26,rs223,boot5
rs222-sp,d,1,d1,2,11,0,3,3,1,26,rs223,boot5
rs2220,d,8,d8,3,6,2,4,5,3,16,rs2221,boot4
rs2220-sp,d,8,d8,3,6,2,4,5,3,16,rs2221,boot4
rs2221,d,8,d8,3,6,2,4,5,3,17,rs2220,boot4
rs2221-sp,d,8,d8,3,6,2,4,5,3,17,rs2220,boot4
rs2222,d,8,d8,3,7,2,4,5,3,18,rs2223,boot4
rs2222-sp,d,8,d8,3,7,2,4,5,3,18,rs2223,boot4
rs2223,d,8,d8,3,7,2,4,5,3,19,rs2222,boot4
rs2223-sp,d,8,d8,3,7,2,4,5,3,19,rs2222,boot4
rs2224,d,8,d8,3,8,2,4,5,3,20,rs2225,boot4
rs2224-sp,d,8,d8,3,8,2,4,5,3,20,rs2225,boot4
rs2225,d,8,d8,3,8,2,4,5,3,21,rs2224,boot4
rs2225-sp,d,8,d8,3,8,2,4,5,3,21,rs2224,boot4
rs2226,d,8,d8,3,10,2,4,5,3,24,rs2227,boot4
rs2226-sp,d,8,d8,3,10,2,4,5,3,24,rs2227,boot4
rs2227,d,8,d8,3,10,2,4,5,3,25,rs2226,boot4
rs2227-sp,d,8,d8,3,10,2,4,5,3,25,rs2226,boot4
rs2228,d,8,d8,3,11,2,4,5,3,26,rs2229,boot4
rs2228-sp,d,8,d8,3,11,2,4,5,3,26,rs2229,boot4
rs2229,d,8,d8,3,11,2,4,5,3,27,rs2228,boot4
rs2229-sp,d,8,d8,3,11,2,4,5,3,27,rs2228,boot4
rs223,d,1,d1,2,11,0,3,3,1,27,rs222,boot5
rs223-sp,d,1,d1,2,11,0,3,3,1,27,rs222,boot5
rs2230,d,8,d8,4,0,2,4,6,3,16,rs2231,boot3
rs2230-sp,d,8,d8,4,0,2,4,6,3,16,rs2231,boot3
rs2231,d,8,d8,4,0,2,4,6,3,17,rs2230,boot3
rs2231-sp,d,8,d8,4,0,2,4,6,3,17,rs2230,boot3
rs2232,d,8,d8,4,1,2,4,6,3,18,rs2233,boot3
rs2232-sp,d,8,d8,4,1,2,4,6,3,18,rs2233,boot3
rs2233,d,8,d8,4,1,2,4,6,3,19,rs2232,boot3
rs2233-sp,d,8,d8,4,1,2,4,6,3,19,rs2232,boot3
rs2234,d,8,d8,4,2,2,4,6,3,20,rs2235,boot3
rs2234-sp,d,8,d8,4,2,2,4,6,3,20,rs2235,boot3
rs2235,d,8,d8,4,2,2,4,6,3,21,rs2234,boot3
rs2235-sp,d,8,d8,4,2,2,4,6,3,21,rs2234,boot3
rs2236,d,8,d8,4,4,2,4,6,3,24,rs2237,boot3
rs2236-sp,d,8,d8,4,4,2,4,6,3,24,rs2237,boot3
rs2237,d,8,d8,4,4,2,4,6,3,25,rs2236,boot3
rs2237-sp,d,8,d8,4,4,2,4,6,3,25,rs2236,boot3
rs2238,d,8,d8,4,6,2,4,7,3,16,rs2239,boot8
rs2238-sp,d,8,d8,4,6,2,4,7,3,16,rs2239,boot8
rs2239,d,8,d8,4,6,2,4,7,3,17,rs2238,boot8
rs2239-sp,d,8,d8,4,6,2,4,7,3,17,rs2238,boot8
rs224,d,1,d1,3,0,0,3,4,1,16,rs225,boot2
rs224-sp,d,1,d1,3,0,0,3,4,1,16,rs225,boot2
rs2240,d,8,d8,4,7,2,4,7,3,18,rs2241,boot8
rs2240-sp,d,8,d8,4,7,2,4,7,3,18,rs2241,boot8
rs2241,d,8,d8,4,7,2,4,7,3,19,rs2240,boot8
rs2241-sp,d,8,d8,4,7,2,4,7,3,19,rs2240,boot8
rs2242,d,8,d8,4,8,2,4,7,3,20,rs2243,boot8
rs2242-sp,d,8,d8,4,8,2,4,7,3,20,rs2243,boot8
rs2243,d,8,d8,4,8,2,4,7,3,21,rs2242,boot8
rs2243-sp,d,8,d8,4,8,2,4,7,3,21,rs2242,boot8
rs2244,d,8,d8,4,10,2,4,7,3,24,rs2245,boot8
rs2244-sp,d,8,d8,4,10,2,4,7,3,24,rs2245,boot8
rs2245,d,8,d8,4,10,2,4,7,3,25,rs2244,boot8
rs2245-sp,d,8,d8,4,10,2,4,7,3,25,rs2244,boot8
rs2246,d,8,d8,4,11,2,4,7,3,26,rs2247,boot8
rs2246-sp,d,8,d8,4,11,2,4,7,3,26,rs2247,boot8
rs2247,d,8,d8,4,11,2,4,7,3,27,rs2246,boot8
rs2247-sp,d,8,d8,4,11,2,4,7,3,27,rs2246,boot8
rs2248,a,9,a9,1,0,3,0,0,3,16,rs2249,boot6
rs2248-sp,a,9,a9,1,0,3,0,0,3,16,rs2249,boot6
rs2249,a,9,a9,1,0,3,0,0,3,17,rs2248,boot6
rs2249-sp,a,9,a9,1,0,3,0,0,3,17,rs2248,boot6
rs225,d,1,d1,3,0,0,3,4,1,17,rs224,boot2
rs225-sp,d,1,d1,3,0,0,3,4,1,17,rs224,boot2
rs2250,a,9,a9,1,1,3,0,0,3,18,rs2251,boot6
rs2250-sp,a,9,a9,1,1,3,0,0,3,18,rs2251,boot6
rs2251,a,9,a9,1,1,3,0,0,3,19,rs2250,boot6
rs2251-sp,a,9,a9,1,1,3,0,0,3,19,rs2250,boot6
rs2252,a,9,a9,1,2,3,0,0,3,20,rs2253,boot6
rs2252-sp,a,9,a9,1,2,3,0,0,3,20,rs2253,boot6
rs2253,a,9,a9,1,2,3,0,0,3,21,rs2252,boot6
rs2253-sp,a,9,a9,1,2,3,0,0,3,21,rs2252,boot6
rs2254,a,9,a9,1,4,3,0,0,3,24,rs2255,boot6
rs2254-sp,a,9,a9,1,4,3,0,0,3,24,rs2255,boot6
rs2255,a,9,a9,1,4,3,0,0,3,25,rs2254,boot6
rs2255-sp,a,9,a9,1,4,3,0,0,3,25,rs2254,boot6
rs2256,a,9,a9,1,6,3,0,1,3,16,rs2257,boot1
rs2256-sp,a,9,a9,1,6,3,0,1,3,16,rs2257,boot1
rs2257,a,9,a9,1,6,3,0,1,3,17,rs2256,boot1
rs2257-sp,a,9,a9,1,6,3,0,1,3,17,rs2256,boot1
rs2258,a,9,a9,1,7,3,0,1,3,18,rs2259,boot1
rs2258-sp,a,9,a9,1,7,3,0,1,3,18,rs2259,boot1
rs2259,a,9,a9,1,7,3,0,1,3,19,rs2258,boot1
rs2259-sp,a,9,a9,1,7,3,0,1,3,19,rs2258,boot1
rs226,d,1,d1,3,1,0,3,4,1,18,rs227,boot2
rs226-sp,d,1,d1,3,1,0,3,4,1,18,rs227,boot2
rs2260,a,9,a9,1,8,3,0,1,3,20,rs2261,boot1
rs2260-sp,a,9,a9,1,8,3,0,1,3,20,rs2261,boot1
rs2261,a,9,a9,1,8,3,0,1,3,21,rs2260,boot1
rs2261-sp,a,9,a9,1,8,3,0,1,3,21,rs2260,boot1
rs2262,a,9,a9,1,10,3,0,1,3,24,rs2263,boot1
rs2262-sp,a,9,a9,1,10,3,0,1,3,24,rs2263,boot1
rs2263,a,9,a9,1,10,3,0,1,3,25,rs2262,boot1
rs2263-sp,a,9,a9,1,10,3,0,1,3,25,rs2262,boot1
rs2264,a,9,a9,1,11,3,0,1,3,26,rs2265,boot1
rs2264-sp,a,9,a9,1,11,3,0,1,3,26,rs2265,boot1
rs2265,a,9,a9,1,11,3,0,1,3,27,rs2264,boot1
rs2265-sp,a,9,a9,1,11,3,0,1,3,27,rs2264,boot1
rs2266,a,9,a9,2,0,3,0,2,3,16,rs2267,boot7
rs2266-sp,a,9,a9,2,0,3,0,2,3,16,rs2267,boot7
rs2267,a,9,a9,2,0,3,0,2,3,17,rs2266,boot7
rs2267-sp,a,9,a9,2,0,3,0,2,3,17,rs2266,boot7
rs2268,a,9,a9,2,1,3,0,2,3,18,rs2269,boot7
rs2268-sp,a,9,a9,2,1,3,0,2,3,18,rs2269,boot7
rs2269,a,9,a9,2,1,3,0,2,3,19,rs2268,boot7
rs2269-sp,a,9,a9,2,1,3,0,2,3,19,rs2268,boot7
rs227,d,1,d1,3,1,0,3,4,1,19,rs226,boot2
rs227-sp,d,1,d1,3,1,0,3,4,1,19,rs226,boot2
rs2270,a,9,a9,2,2,3,0,2,3,20,rs2271,boot7
rs2270-sp,a,9,a9,2,2,3,0,2,3,20,rs2271,boot7
rs2271,a,9,a9,2,2,3,0,2,3,21,rs2270,boot7
rs2271-sp,a,9,a9,2,2,3,0,2,3,21,rs2270,boot7
rs2272,a,9,a9,2,4,3,0,2,3,24,rs2273,boot7
rs2272-sp,a,9,a9,2,4,3,0,2,3,24,rs2273,boot7
rs2273,a,9,a9,2,4,3,0,2,3,25,rs2272,boot7
rs2273-sp,a,9,a9,2,4,3,0,2,3,25,rs2272,boot7
rs2274,a,9,a9,2,6,3,0,3,3,16,rs2275,boot5
rs2274-sp,a,9,a9,2,6,3,0,3,3,16,rs2275,boot5
rs2275,a,9,a9,2,6,3,0,3,3,17,rs2274,boot5
rs2275-sp,a,9,a9,2,6,3,0,3,3,17,rs2274,boot5
rs2276,a,9,a9,2,7,3,0,3,3,18,rs2277,boot5
rs2276-sp,a,9,a9,2,7,3,0,3,3,18,rs2277,boot5
rs2277,a,9,a9,2,7,3,0,3,3,19,rs2276,boot5
rs2277-sp,a,9,a9,2,7,3,0,3,3,19,rs2276,boot5
rs2278,a,9,a9,2,8,3,0,3,3,20,rs2279,boot5
rs2278-sp,a,9,a9,2,8,3,0,3,3,20,rs2279,boot5
rs2279,a,9,a9,2,8,3,0,3,3,21,rs2278,boot5
rs2279-sp,a,9,a9,2,8,3,0,3,3,21,rs2278,boot5
rs228,d,1,d1,3,2,0,3,4,1,20,rs229,boot2
rs228-sp,d,1,d1,3,2,0,3,4,1,20,rs229,boot2
rs2280,a,9,a9,2,10,3,0,3,3,24,rs2281,boot5
rs2280-sp,a,9,a9,2,10,3,0,3,3,24,rs2281,boot5
rs2281,a,9,a9,2,10,3,0,3,3,25,rs2280,boot5
rs2281-sp,a,9,a9,2,10,3,0,3,3,25,rs2280,boot5
rs2282,a,9,a9,2,11,3,0,3,3,26,rs2283,boot5
rs2282-sp,a,9,a9,2,11,3,0,3,3,26,rs2283,boot5
rs2283,a,9,a9,2,11,3,0,3,3,27,rs2282,boot5
rs2283-sp,a,9,a9,2,11,3,0,3,3,27,rs2282,boot5
rs2284,a,9,a9,3,0,3,0,4,3,16,rs2285,boot2
rs2284-sp,a,9,a9,3,0,3,0,4,3,16,rs2285,boot2
rs2285,a,9,a9,3,0,3,0,4,3,17,rs2284,boot2
rs2285-sp,a,9,a9,3,0,3,0,4,3,17,rs2284,boot2
rs2286,a,9,a9,3,1,3,0,4,3,18,rs2287,boot2
rs2286-sp,a,9,a9,3,1,3,0,4,3,18,rs2287,boot2
rs2287,a,9,a9,3,1,3,0,4,3,19,rs2286,boot2
rs2287-sp,a,9,a9,3,1,3,0,4,3,19,rs2286,boot2
rs2288,a,9,a9,3,2,3,0,4,3,20,rs2289,boot2
rs2288-sp,a,9,a9,3,2,3,0,4,3,20,rs2289,boot2
rs2289,a,9,a9,3,2,3,0,4,3,21,rs2288,boot2
rs2289-sp,a,9,a9,3,2,3,0,4,3,21,rs2288,boot2
rs229,d,1,d1,3,2,0,3,4,1,21,rs228,boot2
rs229-sp,d,1,d1,3,2,0,3,4,1,21,rs228,boot2
rs2290,a,9,a9,3,4,3,0,4,3,24,rs2291,boot2
rs2290-sp,a,9,a9,3,4,3,0,4,3,24,rs2291,boot2
rs2291,a,9,a9,3,4,3,0,4,3,25,rs2290,boot2
rs2291-sp,a,9,a9,3,4,3,0,4,3,25,rs2290,boot2
rs2292,a,9,a9,3,6,3,0,5,3,16,rs2293,boot4
rs2292-sp,a,9,a9,3,6,3,0,5,3,16,rs2293,boot4
rs2293,a,9,a9,3,6,3,0,5,3,17,rs2292,boot4
rs2293-sp,a,9,a9,3,6,3,0,5,3,17,rs2292,boot4
rs2294,a,9,a9,3,7,3,0,5,3,18,rs2295,boot4
rs2294-sp,a,9,a9,3,7,3,0,5,3,18,rs2295,boot4
rs2295,a,9,a9,3,7,3,0,5,3,19,rs2294,boot4
rs2295-sp,a,9,a9,3,7,3,0,5,3,19,rs2294,boot4
rs2296,a,9,a9,3,8,3,0,5,3,20,rs2297,boot4
rs2296-sp,a,9,a9,3,8,3,0,5,3,20,rs2297,boot4
rs2297,a,9,a9,3,8,3,0,5,3,21,rs2296,boot4
rs2297-sp,a,9,a9,3,8,3,0,5,3,21,rs2296,boot4
rs2298,a,9,a9,3,10,3,0,5,3,24,rs2299,boot4
rs2298-sp,a,9,a9,3,10,3,0,5,3,24,rs2299,boot4
rs2299,a,9,a9,3,10,3,0,5,3,25,rs2298,boot4
rs2299-sp,a,9,a9,3,10,3,0,5,3,25,rs2298,boot4
rs23,a,1,a1,2,6,0,0,3,1,17,mds-home1,boot5
rs23-sp,a,1,a1,2,6,0,0,3,1,17,mds-home1,boot5
rs230,d,1,d1,3,4,0,3,4,1,24,rs231,boot2
rs230-sp,d,1,d1,3,4,0,3,4,1,24,rs231,boot2
rs2300,a,9,a9,3,11,3,0,5,3,26,rs2301,boot4
rs2300-sp,a,9,a9,3,11,3,0,5,3,26,rs2301,boot4
rs2301,a,9,a9,3,11,3,0,5,3,27,rs2300,boot4
rs2301-sp,a,9,a9,3,11,3,0,5,3,27,rs2300,boot4
rs2302,a,9,a9,4,0,3,0,6,3,16,rs2303,boot3
rs2302-sp,a,9,a9,4,0,3,0,6,3,16,rs2303,boot3
rs2303,a,9,a9,4,0,3,0,6,3,17,rs2302,boot3
rs2303-sp,a,9,a9,4,0,3,0,6,3,17,rs2302,boot3
rs2304,a,9,a9,4,1,3,0,6,3,18,rs2305,boot3
rs2304-sp,a,9,a9,4,1,3,0,6,3,18,rs2305,boot3
rs2305,a,9,a9,4,1,3,0,6,3,19,rs2304,boot3
rs2305-sp,a,9,a9,4,1,3,0,6,3,19,rs2304,boot3
rs2306,a,9,a9,4,2,3,0,6,3,20,rs2307,boot3
rs2306-sp,a,9,a9,4,2,3,0,6,3,20,rs2307,boot3
rs2307,a,9,a9,4,2,3,0,6,3,21,rs2306,boot3
rs2307-sp,a,9,a9,4,2,3,0,6,3,21,rs2306,boot3
rs2308,a,9,a9,4,4,3,0,6,3,24,rs2309,boot3
rs2308-sp,a,9,a9,4,4,3,0,6,3,24,rs2309,boot3
rs2309,a,9,a9,4,4,3,0,6,3,25,rs2308,boot3
rs2309-sp,a,9,a9,4,4,3,0,6,3,25,rs2308,boot3
rs231,d,1,d1,3,4,0,3,4,1,25,rs230,boot2
rs231-sp,d,1,d1,3,4,0,3,4,1,25,rs230,boot2
rs2310,a,9,a9,4,6,3,0,7,3,16,rs2311,boot8
rs2310-sp,a,9,a9,4,6,3,0,7,3,16,rs2311,boot8
rs2311,a,9,a9,4,6,3,0,7,3,17,rs2310,boot8
rs2311-sp,a,9,a9,4,6,3,0,7,3,17,rs2310,boot8
rs2312,a,9,a9,4,7,3,0,7,3,18,rs2313,boot8
rs2312-sp,a,9,a9,4,7,3,0,7,3,18,rs2313,boot8
rs2313,a,9,a9,4,7,3,0,7,3,19,rs2312,boot8
rs2313-sp,a,9,a9,4,7,3,0,7,3,19,rs2312,boot8
rs2314,a,9,a9,4,8,3,0,7,3,20,rs2315,boot8
rs2314-sp,a,9,a9,4,8,3,0,7,3,20,rs2315,boot8
rs2315,a,9,a9,4,8,3,0,7,3,21,rs2314,boot8
rs2315-sp,a,9,a9,4,8,3,0,7,3,21,rs2314,boot8
rs2316,a,9,a9,4,10,3,0,7,3,24,rs2317,boot8
rs2316-sp,a,9,a9,4,10,3,0,7,3,24,rs2317,boot8
rs2317,a,9,a9,4,10,3,0,7,3,25,rs2316,boot8
rs2317-sp,a,9,a9,4,10,3,0,7,3,25,rs2316,boot8
rs2318,a,9,a9,4,11,3,0,7,3,26,rs2319,boot8
rs2318-sp,a,9,a9,4,11,3,0,7,3,26,rs2319,boot8
rs2319,a,9,a9,4,11,3,0,7,3,27,rs2318,boot8
rs2319-sp,a,9,a9,4,11,3,0,7,3,27,rs2318,boot8
rs232,d,1,d1,3,6,0,3,5,1,16,rs233,boot4
rs232-sp,d,1,d1,3,6,0,3,5,1,16,rs233,boot4
rs2320,b,9,b9,1,0,3,1,0,3,16,rs2321,boot6
rs2320-sp,b,9,b9,1,0,3,1,0,3,16,rs2321,boot6
rs2321,b,9,b9,1,0,3,1,0,3,17,rs2320,boot6
rs2321-sp,b,9,b9,1,0,3,1,0,3,17,rs2320,boot6
rs2322,b,9,b9,1,1,3,1,0,3,18,rs2323,boot6
rs2322-sp,b,9,b9,1,1,3,1,0,3,18,rs2323,boot6
rs2323,b,9,b9,1,1,3,1,0,3,19,rs2322,boot6
